# PSIBLAST 2.17.0+
# Iteration: 1
# Query: P30314.2 RecName: Full=DNA polymerase [Bacillus phage SPO1]
# Database: /home/VMAULES/ruizven2/bioinfo/practicas/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 63 hits found
P30314.2	Q9RAA9.1	28.875	471	259	10	402	867	519	918	3.43e-41	167
P30314.2	Q1RH76.1	31.649	376	227	9	497	867	517	867	1.62e-39	161
P30314.2	Q92GB7.1	28.450	471	261	10	402	867	472	871	3.91e-39	160
P30314.2	Q9RLB6.1	27.879	495	275	12	384	867	494	917	2.84e-37	154
P30314.2	P56105.2	28.198	344	225	8	498	841	546	867	4.65e-35	147
P30314.2	Q9RLA0.1	30.319	376	232	9	497	867	518	868	9.29e-35	146
P30314.2	Q9ZJE9.1	27.616	344	227	9	498	841	552	873	1.76e-34	145
P30314.2	O05949.1	31.053	380	224	11	497	867	513	863	2.32e-33	142
P30314.2	Q55971.1	24.658	657	379	21	248	870	411	985	1.54e-32	139
P30314.2	Q7Z5Q5.2	25.700	393	260	10	497	868	472	853	1.32e-31	136
P30314.2	O67779.1	27.687	549	310	26	279	820	61	529	2.88e-31	133
P30314.2	Q7TQ07.2	26.667	390	260	10	497	868	471	852	5.10e-30	131
P30314.2	Q5SKC5.1	43.537	147	80	3	8	152	18	163	1.43e-26	111
P30314.2	A0FLQ6.3	26.579	380	228	12	500	869	1263	1601	1.91e-26	120
P30314.2	Q8ILY1.1	26.344	372	237	10	499	868	1677	2013	4.41e-25	116
P30314.2	F4I6M1.1	29.467	319	176	10	547	835	718	1017	1.43e-24	114
P30314.2	Q84ND9.1	28.219	365	203	12	513	842	665	1005	6.92e-24	112
P30314.2	Q6Z4T5.1	27.682	289	169	7	577	839	731	1005	1.12e-22	108
P30314.2	O18475.1	25.954	393	244	13	498	875	1699	2059	1.73e-22	108
P30314.2	O75417.2	23.990	396	207	9	531	841	2178	2564	3.61e-22	107
P30314.2	O28007.1	35.542	166	97	4	18	174	29	193	3.72e-22	98.6
P30314.2	Q588V7.1	24.292	424	268	11	483	869	1740	2147	8.15e-22	105
P30314.2	Q6Z4T3.1	26.990	289	171	7	577	839	733	1007	1.19e-21	105
P30314.2	Q9WYY1.1	38.686	137	80	3	18	151	33	168	1.12e-20	94.0
P30314.2	Q8CGS6.2	26.471	340	168	10	577	840	2184	2517	1.25e-20	102
P30314.2	O64235.1	24.740	384	237	14	497	873	267	605	5.26e-17	89.4
P30314.2	Q97WF1.1	36.207	174	102	3	8	172	19	192	6.91e-17	84.0
P30314.2	Q96YD0.1	34.270	178	104	6	8	175	19	193	1.54e-15	80.1
P30314.2	Q8ZYS2.1	30.539	167	106	4	8	165	18	183	1.47e-13	73.6
P30314.2	Q05254.1	24.737	380	231	14	497	873	266	593	1.08e-12	75.5
P30314.2	A0A2L0V166.1	21.273	597	360	22	291	843	68	598	3.16e-09	64.3
P30314.2	A0A2H5BHJ5.1	23.782	349	209	12	525	843	269	590	9.81e-09	62.8
P30314.2	P20311.1	22.340	376	249	12	514	867	346	700	5.73e-07	57.0
P30314.2	P00581.1	21.751	377	252	13	514	868	346	701	2.01e-06	55.5
P30314.2	Q8ZXE0.1	27.152	151	90	6	14	146	50	198	0.001	44.7
P30314.2	G3FFN8.1	23.181	371	226	17	525	870	290	626	0.005	44.3
P30314.2	B0FIL5.1	21.978	91	66	1	777	867	525	610	0.099	40.0
# PSIBLAST 2.17.0+
# Iteration: 2
# Query: P30314.2 RecName: Full=DNA polymerase [Bacillus phage SPO1]
# Database: /home/VMAULES/ruizven2/bioinfo/practicas/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 92 hits found
P30314.2	P30314.2	100.000	924	0	0	1	924	1	924	0.0	1231
P30314.2	Q9HT80.1	26.116	739	448	16	154	870	250	912	0.0	636
P30314.2	P00582.1	28.529	673	391	15	210	870	333	927	0.0	626
P30314.2	Q9F173.2	28.054	663	394	14	213	870	343	927	0.0	625
P30314.2	P43741.1	26.021	661	408	13	213	870	347	929	0.0	617
P30314.2	Q9S1G2.1	26.549	678	382	17	226	870	421	1015	0.0	589
P30314.2	O08307.1	25.339	663	413	14	212	869	350	935	0.0	577
P30314.2	P74933.2	24.060	665	393	14	242	870	408	996	0.0	571
P30314.2	O51498.1	23.123	666	410	15	213	869	334	906	1.67e-179	545
P30314.2	P19821.1	27.379	515	296	9	367	872	387	832	2.95e-174	530
P30314.2	P30313.1	26.523	558	332	9	324	872	343	831	1.66e-173	527
P30314.2	P52028.2	25.933	563	339	9	319	872	341	834	2.58e-173	527
P30314.2	P80194.2	25.755	563	340	9	319	872	341	834	5.12e-173	526
P30314.2	O52225.1	27.061	558	327	10	324	872	346	832	1.58e-171	522
P30314.2	O34996.1	24.847	652	412	12	222	871	305	880	1.82e-170	521
P30314.2	Q55971.1	21.866	686	425	19	213	871	385	986	1.77e-169	522
P30314.2	O32801.2	25.691	615	377	11	261	871	339	877	6.11e-169	517
P30314.2	P52026.2	24.882	635	389	13	239	871	328	876	2.94e-166	510
P30314.2	Q9CDS1.1	25.487	616	377	12	261	871	339	877	5.15e-166	510
P30314.2	P19822.3	24.321	810	476	23	105	866	60	780	1.55e-161	497
P30314.2	Q59156.2	29.675	492	276	9	381	871	428	850	1.14e-160	495
P30314.2	Q04957.1	23.484	775	482	20	112	871	199	877	1.46e-159	493
P30314.2	P59200.1	25.823	577	349	11	299	871	376	877	2.54e-158	490
P30314.2	P59199.1	25.650	577	350	11	299	871	376	877	3.97e-158	489
P30314.2	P52027.2	22.170	636	405	14	250	871	397	956	2.42e-154	481
P30314.2	P46835.1	23.941	614	381	14	269	870	370	909	7.12e-153	476
P30314.2	Q9RAA9.1	24.223	611	372	12	281	869	379	920	1.43e-152	476
P30314.2	Q1RH76.1	24.807	649	394	17	227	869	309	869	4.31e-150	468
P30314.2	P0A551.1	24.274	585	365	12	289	870	393	902	2.89e-149	467
P30314.2	Q92GB7.1	27.664	488	280	10	385	869	456	873	4.55e-149	465
P30314.2	Q9RLB6.1	23.770	610	375	12	281	869	379	919	8.52e-147	461
P30314.2	Q9RLA0.1	23.343	664	417	17	212	869	293	870	7.61e-145	454
P30314.2	O05949.1	26.025	488	288	10	385	869	448	865	5.56e-140	441
P30314.2	Q9ZJE9.1	21.013	671	436	18	204	872	319	897	2.89e-129	414
P30314.2	Q7TQ07.2	20.419	573	382	11	316	868	334	852	1.12e-128	411
P30314.2	Q7Z5Q5.2	20.870	575	377	13	316	868	335	853	1.19e-128	413
P30314.2	P56105.2	21.311	671	432	18	204	872	315	891	3.13e-128	411
P30314.2	A0A2L0V166.1	20.115	696	424	27	225	877	15	621	1.07e-125	396
P30314.2	O18475.1	19.350	646	435	16	243	875	1487	2059	1.19e-116	396
P30314.2	Q588V7.1	21.374	524	316	10	382	870	1686	2148	3.21e-113	386
P30314.2	O67779.1	24.837	612	379	21	258	867	39	571	7.35e-111	356
P30314.2	A0A2H5BHJ5.1	19.712	695	430	26	215	867	5	613	4.77e-107	347
P30314.2	Q6Z4T5.1	17.871	789	502	18	207	871	267	1033	4.90e-107	358
P30314.2	F4I6M1.1	20.055	728	431	19	274	871	344	1050	6.17e-106	356
P30314.2	Q84ND9.1	20.600	733	425	20	275	871	323	1034	2.50e-105	354
P30314.2	O75417.2	17.784	686	389	16	299	875	1971	2590	3.56e-103	357
P30314.2	Q8CGS6.2	16.777	757	443	15	241	875	1853	2544	6.87e-103	356
P30314.2	Q6Z4T3.1	17.045	792	511	19	207	871	263	1035	8.78e-101	341
P30314.2	Q8ILY1.1	22.068	648	400	20	225	869	1469	2014	2.51e-100	348
P30314.2	O64235.1	20.685	672	404	24	225	873	40	605	8.46e-99	325
P30314.2	Q05254.1	19.340	667	407	23	225	873	40	593	6.60e-97	319
P30314.2	A0FLQ6.3	23.990	396	256	11	483	871	1246	1603	2.21e-95	333
P30314.2	P00581.1	18.934	713	470	23	223	868	30	701	9.39e-92	309
P30314.2	P20311.1	18.759	693	449	22	267	869	34	702	1.56e-90	305
P30314.2	Q97WF1.1	35.632	174	103	3	8	172	19	192	6.28e-80	261
P30314.2	Q96YD0.1	32.203	177	109	3	8	175	19	193	1.41e-77	255
P30314.2	O28007.1	33.523	176	107	3	8	174	19	193	4.58e-76	250
P30314.2	Q5SKC5.1	39.429	175	98	4	8	175	18	191	1.14e-69	233
P30314.2	Q8ZYS2.1	29.940	167	107	4	8	165	18	183	5.07e-68	228
P30314.2	G3FFN8.1	17.080	685	420	22	242	872	38	628	5.72e-68	242
P30314.2	Q9WYY1.1	33.529	170	107	4	8	172	23	191	1.63e-67	226
P30314.2	P0DTK4.1	18.312	699	402	27	243	872	59	657	1.21e-65	236
P30314.2	P06225.1	15.202	717	431	24	211	842	6	630	4.04e-26	118
P30314.2	B0FIL5.1	16.667	258	180	8	630	868	370	611	6.64e-22	104
P30314.2	Q8ZXE0.1	22.930	157	103	6	9	148	45	200	1.17e-21	97.9
P30314.2	Q5SJ65.1	22.727	154	98	7	11	144	38	190	5.04e-18	87.1
P30314.2	Q12704.2	18.874	302	192	8	566	832	620	903	8.38e-17	89.5
P30314.2	Q01941.1	14.502	462	330	14	436	856	463	900	1.34e-15	85.2
P30314.2	Q9T1Q3.1	16.763	519	325	16	279	754	57	511	1.35e-13	78.7
P30314.2	P15801.3	16.667	240	159	6	626	836	684	911	2.34e-13	78.3
P30314.2	Q9CC91.1	20.442	181	115	8	14	166	48	227	5.44e-13	72.9
P30314.2	P64786.1	21.154	156	99	7	14	146	86	240	3.84e-12	71.0
P30314.2	Q9QYV8.1	14.761	481	289	18	442	832	678	1127	1.24e-11	72.5
P30314.2	Q9Y767.2	17.379	351	215	15	540	836	631	960	1.89e-11	72.1
P30314.2	A0KXU5.1	13.043	276	216	7	282	551	89	346	6.72e-11	68.7
P30314.2	Q92076.1	13.333	510	316	17	418	832	85	563	1.95e-09	65.2
P30314.2	P54099.3	13.987	479	295	19	442	832	680	1129	1.88e-08	62.1
P30314.2	Q91684.1	12.162	518	350	14	425	859	651	1146	3.88e-08	61.3
P30314.2	Q27607.2	14.744	312	187	13	611	859	786	1081	9.12e-08	59.8
P30314.2	O68770.2	21.192	151	116	3	23	171	1025	1174	4.22e-06	54.4
P30314.2	A9H9B7.1	12.245	196	143	6	213	406	25	193	8.34e-06	52.9
P30314.2	P54098.1	15.979	388	262	16	373	736	648	995	1.20e-05	52.9
P30314.2	Q5GZ75.2	13.684	285	216	9	263	542	48	307	1.11e-04	49.0
P30314.2	Q0WVE8.1	15.385	377	261	12	206	554	79	425	1.37e-04	49.4
P30314.2	D4Z694.2	15.897	195	136	7	216	408	20	188	0.002	45.5
P30314.2	Q0BVP4.2	13.953	129	99	3	279	406	76	193	0.002	45.2
P30314.2	Q5NPM2.1	14.465	159	121	4	254	408	41	188	0.003	44.8
P30314.2	A9LLI7.1	13.333	165	128	5	277	437	323	476	0.004	44.8
P30314.2	A7HYE5.2	14.444	180	137	4	282	460	68	231	0.006	43.6
P30314.2	A6V8R6.2	20.635	126	87	4	281	405	73	186	0.010	42.8
P30314.2	Q6G329.1	15.385	169	129	7	255	420	62	219	0.010	42.8
P30314.2	Q01780.2	14.626	294	232	10	258	545	331	611	0.014	42.8
# PSIBLAST 2.17.0+
# Iteration: 3
# Query: P30314.2 RecName: Full=DNA polymerase [Bacillus phage SPO1]
# Database: /home/VMAULES/ruizven2/bioinfo/practicas/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 111 hits found
P30314.2	P30314.2	100.000	924	0	0	1	924	1	924	0.0	1001
P30314.2	Q9HT80.1	25.981	739	449	16	154	870	250	912	0.0	646
P30314.2	P00582.1	24.938	806	481	17	112	870	199	927	0.0	620
P30314.2	Q9F173.2	25.332	754	448	16	154	870	252	927	0.0	617
P30314.2	P43741.1	23.355	775	476	17	136	870	233	929	0.0	611
P30314.2	O34996.1	22.816	767	498	16	112	871	201	880	0.0	578
P30314.2	O08307.1	22.319	802	515	17	93	869	217	935	0.0	570
P30314.2	Q9S1G2.1	25.137	732	445	19	163	870	363	1015	0.0	567
P30314.2	P52026.2	22.351	774	491	18	112	871	199	876	0.0	559
P30314.2	P74933.2	22.482	685	415	12	222	870	392	996	0.0	559
P30314.2	Q04957.1	22.839	775	487	20	112	871	199	877	0.0	557
P30314.2	Q55971.1	21.397	687	432	16	209	871	384	986	6.01e-179	547
P30314.2	O32801.2	23.250	800	515	19	86	871	163	877	1.52e-174	532
P30314.2	Q9CDS1.1	22.107	769	492	17	112	871	207	877	1.47e-173	529
P30314.2	P19822.3	22.818	802	498	18	105	866	60	780	1.06e-169	518
P30314.2	P59200.1	21.902	799	530	20	86	871	160	877	1.51e-169	519
P30314.2	P59199.1	21.777	799	531	20	86	871	160	877	1.61e-169	518
P30314.2	Q9RAA9.1	20.189	847	544	20	77	869	152	920	7.99e-169	518
P30314.2	P30313.1	21.928	830	528	19	81	872	84	831	2.52e-168	514
P30314.2	P19821.1	26.157	562	337	9	320	872	340	832	9.56e-168	513
P30314.2	O52225.1	26.560	561	332	10	321	872	343	832	2.69e-167	512
P30314.2	P80194.2	25.755	563	340	9	319	872	341	834	5.37e-167	511
P30314.2	P52028.2	25.933	563	339	9	319	872	341	834	7.16e-167	510
P30314.2	Q9RLB6.1	20.724	801	514	18	112	869	197	919	1.50e-164	507
P30314.2	Q6Z4T5.1	17.294	850	546	19	157	871	206	1033	1.12e-162	506
P30314.2	Q92GB7.1	19.928	828	522	19	77	869	152	873	1.81e-162	500
P30314.2	Q9RLA0.1	20.882	771	500	21	112	869	197	870	3.23e-161	497
P30314.2	P46835.1	23.274	623	394	14	252	870	367	909	9.83e-161	497
P30314.2	O51498.1	20.604	728	483	16	144	869	272	906	2.26e-160	496
P30314.2	Q1RH76.1	21.762	772	491	20	112	869	197	869	6.39e-159	491
P30314.2	Q6Z4T3.1	16.646	799	520	19	200	871	256	1035	2.04e-157	492
P30314.2	P0A551.1	23.151	622	392	13	252	870	364	902	5.66e-157	487
P30314.2	Q59156.2	23.529	697	428	14	180	871	254	850	3.30e-156	483
P30314.2	O05949.1	20.694	778	488	18	112	869	197	865	4.67e-154	478
P30314.2	P52027.2	22.013	636	406	14	250	871	397	956	2.24e-153	479
P30314.2	P56105.2	19.974	776	510	22	100	872	224	891	6.85e-152	473
P30314.2	Q9ZJE9.1	19.355	775	522	21	100	872	224	897	4.22e-151	472
P30314.2	F4I6M1.1	18.372	860	539	26	151	871	215	1050	2.08e-149	472
P30314.2	Q84ND9.1	17.692	910	566	24	107	871	163	1034	1.08e-146	464
P30314.2	Q7Z5Q5.2	19.848	660	438	16	236	870	262	855	4.27e-135	430
P30314.2	Q7TQ07.2	20.033	604	398	13	289	870	314	854	4.60e-135	428
P30314.2	O18475.1	19.195	646	436	15	243	875	1487	2059	1.11e-131	440
P30314.2	Q8CGS6.2	16.380	757	446	14	241	875	1853	2544	1.28e-130	438
P30314.2	A0A2H5BHJ5.1	19.484	698	444	26	215	875	5	621	2.74e-128	403
P30314.2	O75417.2	16.667	756	442	15	243	875	1900	2590	4.60e-128	430
P30314.2	A0A2L0V166.1	18.625	698	434	24	224	877	14	621	3.31e-125	395
P30314.2	O64235.1	19.881	674	411	23	224	874	39	606	2.16e-118	376
P30314.2	Q05254.1	18.087	669	417	20	224	874	39	594	4.27e-117	373
P30314.2	P00581.1	18.680	712	473	22	223	868	30	701	1.50e-114	369
P30314.2	Q588V7.1	17.607	727	457	17	225	870	1483	2148	1.32e-112	384
P30314.2	Q8ILY1.1	22.068	648	400	20	225	869	1469	2014	3.43e-112	383
P30314.2	P20311.1	18.233	713	477	22	223	869	30	702	4.16e-112	363
P30314.2	G3FFN8.1	16.596	705	436	22	222	872	22	628	5.33e-112	361
P30314.2	O67779.1	23.065	672	384	21	213	867	16	571	2.78e-108	349
P30314.2	P0DTK4.1	16.804	726	429	27	224	874	34	659	7.04e-99	327
P30314.2	A0FLQ6.3	23.133	415	278	11	462	871	1225	1603	1.26e-91	322
P30314.2	P54099.3	13.864	779	509	25	188	859	433	1156	1.95e-74	269
P30314.2	P54098.1	13.210	704	462	22	253	859	526	1177	1.49e-73	267
P30314.2	P06225.1	14.345	718	444	23	211	846	6	634	4.99e-73	256
P30314.2	Q91684.1	12.741	518	353	15	422	859	648	1146	1.01e-72	264
P30314.2	Q9QYV8.1	13.763	574	360	18	373	859	629	1154	1.11e-72	264
P30314.2	Q01941.1	14.440	464	332	14	436	858	463	902	1.10e-71	259
P30314.2	Q92076.1	13.670	534	341	16	418	859	85	590	6.33e-71	250
P30314.2	Q97WF1.1	34.857	175	105	3	8	173	19	193	3.26e-68	229
P30314.2	Q96YD0.1	32.022	178	110	3	8	176	19	194	3.29e-66	224
P30314.2	O28007.1	33.523	176	107	3	8	174	19	193	6.01e-66	222
P30314.2	Q5SKC5.1	38.857	175	99	4	8	175	18	191	1.49e-64	218
P30314.2	Q9WYY1.1	33.529	170	107	4	8	172	23	191	2.50e-62	212
P30314.2	Q12704.2	16.296	540	379	14	368	859	416	930	4.67e-61	228
P30314.2	Q8ZYS2.1	29.940	167	107	4	8	165	18	183	4.85e-59	203
P30314.2	Q9T1Q3.1	15.714	560	356	17	238	754	25	511	7.04e-59	222
P30314.2	Q9Y767.2	14.949	495	334	18	424	858	515	982	5.39e-54	208
P30314.2	P15801.3	15.534	309	212	8	577	856	643	931	7.07e-53	204
P30314.2	Q9CC91.1	19.565	184	119	8	11	166	45	227	9.65e-49	175
P30314.2	Q8ZXE0.1	22.930	157	103	6	9	148	45	200	2.22e-47	171
P30314.2	P64786.1	20.652	184	117	8	11	166	83	265	3.95e-47	172
P30314.2	Q27607.2	13.677	446	281	15	488	859	666	1081	2.10e-45	181
P30314.2	B0FIL5.1	13.265	490	335	14	448	870	147	613	2.39e-43	170
P30314.2	Q5SJ65.1	22.727	154	98	7	11	144	38	190	9.60e-41	152
P30314.2	O68770.2	21.192	151	116	3	23	171	1025	1174	1.62e-37	156
P30314.2	A0KXU5.1	12.958	355	278	10	210	551	10	346	1.53e-34	139
P30314.2	Q0WVE8.1	13.933	445	310	12	153	554	11	425	1.27e-31	135
P30314.2	Q5GZ75.2	13.003	323	236	11	225	542	25	307	9.62e-26	113
P30314.2	A9H9B7.1	12.670	221	157	8	213	431	25	211	4.09e-19	94.1
P30314.2	A9LLI7.1	12.800	375	269	10	207	553	225	569	1.63e-18	94.5
P30314.2	Q0BVP4.2	10.938	192	146	5	215	406	27	193	1.61e-14	80.3
P30314.2	Q12149.1	12.333	300	232	8	125	405	105	392	3.31e-14	80.6
P30314.2	A6V8R6.2	15.126	238	174	6	224	460	31	241	3.92e-14	78.7
P30314.2	Q5NPM2.1	13.776	196	143	8	214	408	18	188	4.59e-12	72.5
P30314.2	A5G127.1	12.042	191	143	6	215	405	25	190	5.22e-12	72.2
P30314.2	A7HYE5.2	13.065	199	156	4	264	461	50	232	2.20e-11	70.2
P30314.2	Q01780.2	14.056	249	198	7	258	502	331	567	2.43e-11	71.4
P30314.2	P56960.2	13.200	250	199	7	258	502	331	567	2.48e-11	71.4
P30314.2	D4A1X2.2	13.200	250	199	7	258	502	331	567	2.84e-11	71.4
P30314.2	D4Z694.2	13.131	198	140	6	215	408	19	188	4.17e-11	69.5
P30314.2	B8EN54.2	13.072	153	121	4	256	406	40	182	5.02e-11	69.1
P30314.2	P09155.1	8.877	383	306	9	199	572	1	349	6.82e-11	68.7
P30314.2	Q28RA7.1	13.475	141	112	3	266	406	57	187	1.56e-10	67.5
P30314.2	Q6G329.1	14.354	209	150	7	211	417	35	216	6.06e-10	66.0
P30314.2	Q9VFF3.3	13.466	401	304	13	150	537	208	578	3.11e-08	61.4
P30314.2	Q1QLI8.2	11.644	146	119	3	262	407	48	183	3.73e-08	60.2
P30314.2	A1SVE6.1	10.714	364	287	10	227	574	7	348	3.24e-05	51.0
P30314.2	Q92GL1.1	14.894	141	97	4	225	342	9	149	0.002	44.4
P30314.2	Q49X49.1	12.469	409	324	11	162	540	376	780	0.002	45.6
P30314.2	O93530.1	12.921	178	138	4	223	390	52	222	0.003	45.2
P30314.2	Q68W16.1	18.182	143	90	4	225	342	9	149	0.008	42.5
P30314.2	Q8CDF7.1	12.222	270	214	5	249	496	167	435	0.013	42.9
P30314.2	Q895K2.1	13.174	334	241	10	272	573	478	794	0.014	42.9
P30314.2	Q9ZCJ9.1	14.894	141	97	4	225	342	9	149	0.017	41.3
P30314.2	Q8NHP7.4	10.458	306	249	7	249	534	110	410	0.025	41.7
P30314.2	Q1RJM1.1	16.084	143	93	4	225	342	9	149	0.036	40.6
# PSIBLAST 2.17.0+
# Iteration: 4
# Query: P30314.2 RecName: Full=DNA polymerase [Bacillus phage SPO1]
# Database: /home/VMAULES/ruizven2/bioinfo/practicas/data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 123 hits found
P30314.2	P30314.2	100.000	924	0	0	1	924	1	924	0.0	922
P30314.2	P00582.1	23.911	895	534	22	34	870	122	927	0.0	645
P30314.2	Q9F173.2	23.483	890	544	24	34	870	122	927	0.0	642
P30314.2	Q9HT80.1	25.361	761	467	17	135	870	228	912	0.0	627
P30314.2	Q9RAA9.1	20.189	847	544	20	77	869	152	920	0.0	625
P30314.2	P43741.1	22.373	809	500	16	112	870	199	929	0.0	621
P30314.2	Q92GB7.1	19.807	828	523	19	77	869	152	873	0.0	615
P30314.2	Q9RLB6.1	20.095	846	545	21	77	869	152	919	0.0	610
P30314.2	O08307.1	22.319	802	515	17	93	869	217	935	0.0	599
P30314.2	O32801.2	23.250	800	515	19	86	871	163	877	0.0	589
P30314.2	P59200.1	21.902	799	530	20	86	871	160	877	0.0	587
P30314.2	P30313.1	21.901	831	529	19	80	872	83	831	0.0	586
P30314.2	P59199.1	21.777	799	531	20	86	871	160	877	0.0	586
P30314.2	Q9RLA0.1	19.070	839	530	22	66	869	146	870	0.0	585
P30314.2	O34996.1	22.686	767	499	16	112	871	201	880	0.0	584
P30314.2	Q9CDS1.1	22.444	802	519	20	86	871	163	877	0.0	584
P30314.2	Q1RH76.1	19.784	834	524	20	71	869	146	869	0.0	582
P30314.2	O05949.1	19.784	834	525	21	66	869	146	865	0.0	579
P30314.2	P52026.2	21.446	816	515	18	87	871	156	876	0.0	572
P30314.2	Q9S1G2.1	24.727	732	448	19	163	870	363	1015	0.0	570
P30314.2	P74933.2	21.813	706	436	12	201	870	371	996	0.0	559
P30314.2	P52028.2	21.609	833	530	21	80	872	85	834	0.0	557
P30314.2	P80194.2	21.369	833	532	21	80	872	85	834	0.0	555
P30314.2	Q04957.1	21.787	817	512	20	87	871	156	877	0.0	555
P30314.2	P19821.1	21.179	831	535	20	80	872	84	832	0.0	547
P30314.2	O52225.1	21.463	834	530	23	80	872	83	832	1.86e-179	543
P30314.2	Q55971.1	20.728	714	458	16	182	871	357	986	1.12e-178	546
P30314.2	O51498.1	21.134	776	521	17	99	869	217	906	6.80e-176	536
P30314.2	Q59156.2	22.394	777	493	17	105	871	174	850	4.15e-172	525
P30314.2	Q6Z4T5.1	17.249	887	576	19	121	871	169	1033	9.26e-168	519
P30314.2	P46835.1	19.465	822	541	19	87	870	171	909	2.07e-165	509
P30314.2	Q9ZJE9.1	19.355	775	522	21	100	872	224	897	1.54e-163	504
P30314.2	Q84ND9.1	17.146	939	595	24	78	871	134	1034	1.82e-163	508
P30314.2	P56105.2	19.459	776	514	22	100	872	224	891	7.24e-163	502
P30314.2	Q6Z4T3.1	16.530	853	555	19	157	871	202	1035	8.24e-162	503
P30314.2	P0A551.1	18.811	824	538	18	87	870	170	902	5.28e-161	497
P30314.2	F4I6M1.1	18.023	860	542	24	151	871	215	1050	3.59e-159	497
P30314.2	P19822.3	22.818	802	498	18	105	866	60	780	1.50e-157	487
P30314.2	P52027.2	21.855	636	407	14	250	871	397	956	1.70e-155	485
P30314.2	Q7Z5Q5.2	19.697	660	439	16	236	870	262	855	6.32e-145	455
P30314.2	Q7TQ07.2	19.099	644	435	14	250	870	274	854	2.98e-141	445
P30314.2	O75417.2	15.367	885	551	18	121	875	1774	2590	1.09e-134	450
P30314.2	Q8CGS6.2	16.248	757	447	14	241	875	1853	2544	1.37e-134	449
P30314.2	O18475.1	18.885	646	438	14	243	875	1487	2059	1.11e-133	445
P30314.2	Q588V7.1	17.558	729	459	17	223	870	1481	2148	1.44e-125	423
P30314.2	A0A2H5BHJ5.1	19.594	689	437	25	224	875	13	621	1.48e-125	396
P30314.2	A0A2L0V166.1	18.208	692	443	23	223	874	13	621	4.98e-122	387
P30314.2	O64235.1	18.991	674	417	21	224	874	39	606	3.73e-119	379
P30314.2	Q05254.1	17.788	669	419	20	224	874	39	594	1.02e-117	374
P30314.2	O67779.1	22.619	672	387	20	213	867	16	571	2.14e-114	365
P30314.2	P54099.3	13.333	780	514	23	187	859	432	1156	7.31e-114	380
P30314.2	Q8ILY1.1	21.914	648	401	19	225	869	1469	2014	3.52e-112	383
P30314.2	Q9QYV8.1	13.205	780	514	22	187	859	431	1154	1.18e-111	374
P30314.2	P54098.1	13.222	779	516	23	189	859	451	1177	1.60e-111	374
